transaction_id,customer_id,merchant_id,amount,transaction_date,is_fraud,is_refund
5635,3879,84,2555.38,08-07-2024,0,0
5636,4994,54,2367.63,21-08-2024,0,0
5637,1397,46,623.3,18-11-2025,0,1
5638,1380,177,2661,19-08-2024,0,0
5639,727,86,4774.21,23-12-2024,0,0
5640,1314,36,654.82,22-04-2025,0,0
5641,2517,166,1444.78,28-07-2025,0,0
5642,1405,90,1373.8,04-03-2025,0,0
5643,3942,197,1287.46,24-08-2024,0,0
5644,3566,68,2516.37,02-02-2024,0,1
5645,3208,148,2488.19,31-07-2024,0,0
5646,3883,153,5084.08,25-07-2025,0,1
5647,767,112,2031.71,13-01-2025,0,0
5648,371,31,2739.15,02-01-2024,0,0
5649,862,169,3705.16,25-03-2025,0,1
5650,3860,75,2817.3,22-07-2025,0,0
5651,1204,76,6719.06,02-03-2025,0,0
5652,596,177,3149.3,11-10-2025,0,0
5653,814,59,2974.52,05-10-2024,0,0
5654,4484,184,2379.9,01-08-2024,0,0
5655,2431,148,3650.57,11-10-2024,0,1
5656,1960,123,2219.91,26-06-2025,0,0
5657,2181,36,419.15,18-12-2025,0,1
5658,4754,113,1349.35,30-09-2024,0,0
5659,1465,153,2562.14,11-01-2024,0,0
5660,1343,123,1733.6,16-02-2024,0,0
5661,3333,92,687.06,29-05-2025,0,0
5662,2403,125,5084.79,03-10-2025,0,0
5663,3323,31,2999.89,13-03-2025,0,0
5664,3605,137,1436.63,06-08-2025,0,0
5665,2660,124,778.52,01-11-2025,0,0
5666,3347,17,3501.73,02-03-2025,0,0
5667,2711,12,1246.71,07-03-2025,0,0
5668,325,159,836.33,09-05-2024,0,0
5669,1924,19,3420.32,22-01-2024,0,0
5670,3041,193,5658.19,23-01-2025,0,0
5671,2287,47,1538.08,14-05-2024,0,1
5672,1059,156,3538.29,15-06-2025,0,0
5673,315,172,2421.92,07-08-2024,0,0
5674,1578,123,2241.24,28-11-2024,0,0
5675,639,13,4390.63,09-05-2024,0,0
5676,357,131,6644.39,01-02-2024,0,0
5677,297,79,288.77,24-08-2025,0,0
5678,1869,70,2418.25,28-02-2025,0,0
5679,464,91,9835.8,24-10-2024,0,0
5680,4270,57,11686.07,18-05-2025,0,0
5681,3506,123,4151.78,15-11-2025,0,0
5682,214,3,2271.13,22-12-2024,0,0
5683,2751,72,870.46,30-03-2025,0,0
5684,1637,114,6081.52,04-02-2025,0,0
5685,707,101,2139.96,12-07-2025,0,0
5686,2203,57,8062.82,09-12-2025,0,0
5687,7,151,2743.98,30-03-2025,0,0
5688,3053,121,2436.96,03-02-2024,0,0
5689,3195,178,7561.06,04-09-2024,0,0
5690,1815,82,3281.18,11-02-2024,0,0
5691,3522,144,1963.8,02-05-2024,0,0
5692,3748,40,1434.57,27-01-2024,0,0
5693,3898,124,6175.39,06-04-2025,1,0
5694,4619,124,2769.74,24-07-2025,0,0
5695,1799,119,1993.91,26-05-2024,0,0
5696,834,71,1804.83,10-05-2025,0,0
5697,3023,75,5896.96,18-09-2025,0,0
5698,4974,128,670.25,30-04-2025,0,0
5699,558,197,5982.37,04-04-2025,0,0
5700,4422,128,442.76,11-12-2025,0,0
5701,1790,141,5072.07,07-05-2024,0,0
5702,3054,160,4368.56,10-01-2025,0,1
5703,2869,106,1806.56,26-10-2025,0,0
5704,4957,83,5221.8,23-03-2024,0,0
5705,3140,65,4455.66,18-06-2025,0,0
5706,2606,121,1981.32,06-06-2025,0,0
5707,4901,200,4990.74,29-11-2025,0,0
5708,155,17,2717.21,19-09-2025,1,0
5709,4077,69,3428.65,04-11-2025,0,0
5710,188,58,2193.8,12-04-2024,0,0
5711,2065,140,1756.1,02-06-2025,0,0
5712,2688,40,1727.56,27-12-2024,0,0
5713,1375,155,2751.85,14-11-2025,0,0
5714,3701,69,1147.6,12-09-2024,0,1
5715,896,82,3075.01,03-09-2024,0,0
5716,3983,51,2554.67,10-07-2024,0,0
5717,4237,46,1294.33,17-09-2025,0,0
5718,2863,134,1803.19,18-06-2025,0,0
5719,1770,105,7275.6,09-11-2024,0,0
5720,3018,59,2467,02-10-2024,0,0
5721,4490,125,1172.83,07-01-2025,0,0
5722,1188,71,3937.47,19-03-2025,0,0
5723,1916,103,1651.18,09-10-2025,0,0
5724,988,174,7918.09,13-07-2024,0,0
5725,3257,82,1212.93,14-09-2024,0,0
5726,2307,98,3293.2,04-08-2025,0,0
5727,3604,23,5554.46,25-12-2024,0,0
5728,1354,155,1407.32,01-07-2025,0,0
5729,994,3,3339.93,17-04-2024,0,0
5730,2496,137,2140.7,24-01-2024,0,0
5731,790,115,2732.71,13-10-2025,0,0
5732,2709,98,1148.14,09-04-2025,0,0
5733,4432,108,333.23,22-01-2024,0,0
5734,490,162,797.94,16-05-2025,0,0
5735,4515,168,1294.31,16-12-2025,1,0
5736,4708,15,1068.14,15-05-2025,0,0
5737,3969,62,5437.65,15-08-2025,0,0
5738,1420,161,1052.83,10-02-2025,0,0
5739,3835,196,254.27,25-11-2024,0,0
5740,8,158,172.09,03-12-2025,0,0
5741,2931,16,1430.99,12-10-2024,0,0
5742,2207,70,1846.54,26-05-2024,0,0
5743,773,27,1417.96,18-01-2025,1,1
5744,4780,140,1630.59,11-01-2024,0,0
5745,819,169,7755.3,02-10-2024,0,0
5746,1007,127,1970.66,21-07-2025,0,0
5747,2573,111,8725.17,15-11-2025,0,0
5748,544,24,5330.9,29-10-2024,0,0
5749,1992,156,1084.13,22-07-2024,0,0
5750,2097,106,3454.98,10-12-2024,0,0
5751,4092,42,5153.1,22-09-2024,1,0
5752,779,122,2971.64,22-01-2024,0,0
5753,2116,86,4269.95,19-06-2025,0,0
5754,168,81,1840.44,06-12-2025,0,0
5755,2978,142,4170.75,05-04-2024,0,0
5756,3832,79,1810.07,20-03-2025,0,0
5757,1899,64,14896.78,19-09-2024,0,0
5758,2152,72,420.95,06-08-2025,0,0
5759,726,58,1499.19,17-01-2025,0,0
5760,3230,78,2194.64,03-07-2025,0,0
5761,3859,65,3215.97,26-01-2025,0,0
5762,2149,193,4114.45,23-08-2025,0,0
5763,2726,17,2520.39,23-06-2025,0,0
5764,542,165,3690.62,01-04-2024,0,0
5765,1433,77,3644.48,19-07-2025,0,0
5766,2661,183,3112.21,07-06-2024,0,0
5767,1548,144,4201.46,15-08-2024,0,0
5768,4361,47,2608.32,17-04-2025,0,1
5769,1405,53,5907.7,06-01-2025,0,0
5770,2981,60,1365.87,10-01-2025,0,1
5771,273,178,1710.11,06-07-2025,0,0
5772,369,14,2676.96,06-02-2024,0,0
5773,377,14,4414.03,28-09-2025,0,0
5774,1084,111,6802.03,21-11-2025,0,0
5775,772,54,2029.38,06-02-2024,0,0
5776,4521,109,2948.38,10-04-2024,0,0
5777,2008,193,2641.64,26-06-2025,0,0
5778,3971,183,4223.94,08-07-2024,0,1
5779,1524,166,6720.1,26-05-2025,0,0
5780,1279,122,12803.04,19-10-2025,0,0
5781,1853,17,4248.53,30-03-2024,0,0
5782,1373,53,3610.24,06-01-2024,0,1
5783,738,86,6833.43,18-05-2024,0,0
5784,3440,90,1619.51,04-04-2024,1,0
5785,3575,196,3445.21,22-09-2025,0,0
5786,1301,40,5325.68,23-09-2025,0,0
5787,4121,171,5294.09,20-01-2025,0,0
5788,2517,115,2962.12,02-05-2024,0,0
5789,1620,104,2412.76,11-10-2024,0,0
5790,3608,47,4078.87,31-12-2024,0,0
5791,3781,181,4681.74,21-11-2025,0,0
5792,2473,137,1657.36,04-05-2025,0,0
5793,4674,125,5765.04,20-11-2024,0,0
5794,4744,191,2669.72,10-02-2025,0,0
5795,550,27,888.89,02-06-2025,0,0
5796,3220,153,3976.77,30-09-2025,0,0
5797,1531,187,6642.8,17-03-2024,0,0
5798,4655,11,5072.61,21-08-2024,0,0
5799,2127,196,1517.19,08-08-2025,0,0
5800,4636,13,2207.13,28-04-2025,0,1
5801,4575,32,2691.86,08-04-2025,0,0
5802,4028,148,7596.23,27-09-2024,0,0
5803,2326,17,2494.51,11-04-2025,0,0
5804,1768,23,1689.09,13-04-2025,0,0
5805,113,132,6930.49,23-09-2025,0,0
5806,2840,86,6074.08,30-06-2025,0,0
5807,4157,86,1240.23,19-12-2025,0,0
5808,4610,11,1522.39,26-09-2024,0,0
5809,3437,194,8956.2,27-08-2025,0,0
5810,3532,89,1395.97,12-01-2025,0,0
5811,3076,144,1815.6,25-06-2024,0,0
5812,2792,94,1624.36,30-09-2024,0,0
5813,58,165,1911.24,21-11-2025,0,0
5814,4735,76,2309.27,02-10-2025,0,0
5815,1757,173,4539.17,28-09-2025,0,0
5816,359,160,1014.92,27-01-2024,0,0
5817,764,66,3099.78,29-07-2025,0,0
5818,529,161,11950.22,29-02-2024,0,0
5819,2447,43,2426.06,04-08-2024,0,0
5820,4763,180,5473.18,11-11-2025,0,0
5821,1930,68,11642.44,22-10-2025,0,0
5822,2277,114,857.8,26-09-2024,0,0
5823,2972,113,2616.01,25-04-2024,0,0
5824,1922,72,4493.8,01-09-2024,0,0
5825,3047,84,231.13,21-10-2025,0,0
5826,4387,98,3503.65,26-08-2025,0,0
5827,3471,184,6405.85,25-03-2024,0,0
5828,3259,13,1881.16,21-08-2025,0,1
5829,2103,63,964.23,23-09-2025,0,0
5830,1744,45,1081.81,25-03-2025,0,0
5831,1447,144,8652.16,19-06-2025,0,0
5832,1495,184,3153.2,29-03-2024,0,0
5833,1480,193,2551.97,02-07-2025,0,0
5834,440,116,1098.75,21-05-2025,0,0
5835,4186,13,1233.73,11-02-2025,0,0
5836,168,181,897.03,27-09-2024,0,0
5837,2451,111,834.9,07-06-2025,0,0
5838,2246,118,1442.43,08-05-2025,0,1
5839,1588,17,8919.47,29-08-2025,0,1
5840,4828,50,2355.37,23-03-2025,0,0
5841,2377,40,4419.48,26-06-2025,0,0
5842,3735,171,2376.05,15-12-2024,1,0
5843,1320,52,4860.16,23-11-2024,0,1
5844,1734,144,1353.73,12-10-2024,0,0
5845,3378,43,1112.66,04-02-2024,0,0
5846,4160,121,355.02,16-06-2025,0,0
5847,3483,80,3365.43,14-09-2025,0,0
5848,1117,179,3258.33,02-05-2025,0,0
5849,841,65,5526.55,01-05-2025,0,0
5850,1836,85,1512.75,24-05-2024,0,1
5851,1458,188,2266.44,07-06-2025,0,0
5852,3675,24,5514.9,25-05-2024,0,0
5853,1383,54,2358.83,17-05-2025,0,0
5854,2507,174,3344.56,26-08-2025,0,0
5855,2102,20,3749.51,18-09-2025,0,0
5856,4394,177,797.43,10-06-2025,0,0
5857,4795,14,2926.45,28-09-2024,0,0
5858,2759,129,2065.13,17-06-2025,0,0
5859,335,86,6643.35,21-09-2025,0,0
5860,358,181,10830.17,04-04-2024,0,0
5861,4344,71,1125.52,22-03-2025,0,0
5862,3840,127,2177.26,18-02-2025,0,0
5863,3986,160,1029.17,13-09-2024,0,0
5864,4004,132,7650.98,18-09-2024,0,0
5865,900,144,872.5,27-03-2024,0,0
5866,333,158,2531.31,11-03-2025,0,0
5867,807,98,2236.01,23-07-2025,0,0
5868,2142,104,1643.41,17-04-2024,1,0
5869,19,199,2891.36,19-01-2024,0,0
5870,2113,20,5211.21,30-12-2024,0,0
5871,2856,188,5911.75,14-10-2025,0,0
5872,4448,33,1139.14,13-01-2025,0,1
5873,1228,100,3902.97,08-06-2024,0,0
5874,4820,76,5115.11,09-04-2024,0,0
5875,2805,15,531.77,21-09-2024,0,0
5876,4209,57,381.87,18-02-2024,0,0
5877,4638,15,1723.42,07-11-2025,0,0
5878,2033,148,1985.42,18-02-2025,0,0
5879,3831,42,3586.58,28-02-2024,0,0
5880,3564,110,2334.44,01-07-2024,0,0
5881,1436,169,1052.15,20-10-2025,0,0
5882,3308,15,1230.76,22-03-2025,1,0
5883,1713,140,1250.04,27-10-2024,0,0
5884,605,19,997.48,30-08-2025,0,0
5885,3241,141,1128.23,08-07-2025,0,0
5886,2157,114,3463.67,19-12-2024,0,1
5887,4401,161,561.37,31-07-2024,0,0
5888,157,116,4976.49,07-07-2024,0,0
5889,1665,94,4182.96,04-10-2025,0,0
5890,2331,135,2566.93,12-12-2024,0,0
5891,3112,127,2166,16-05-2024,0,0
5892,1736,44,1279.83,30-01-2024,0,0
5893,2182,18,4705.53,25-05-2024,0,0
5894,4751,189,3995.11,12-04-2025,0,0
5895,2358,48,1630.86,08-09-2025,0,0
5896,3485,153,1832.79,17-05-2025,0,0
5897,3929,61,2797.74,09-07-2024,0,0
5898,3302,76,1951.07,15-04-2025,0,0
5899,1115,162,1802.24,20-11-2025,0,0
5900,4183,85,2334.3,10-12-2024,0,0
5901,3840,199,3296.63,01-01-2024,0,0
5902,4666,30,3290.76,19-04-2024,0,0
5903,4807,80,1052.09,04-03-2024,0,0
5904,2445,187,4289,22-02-2024,0,0
5905,3332,57,873.27,18-09-2024,0,0
5906,178,191,5017.7,12-06-2025,0,0
5907,4479,175,1744.33,28-10-2024,0,0
5908,708,167,5919.93,21-08-2024,0,0
5909,3587,118,3654.4,13-03-2024,1,0
5910,3120,144,6635.91,22-12-2024,0,0
5911,4245,197,7460.28,25-08-2025,0,0
5912,18,92,4279.05,28-04-2025,0,0
5913,2529,123,8209.39,06-01-2024,0,0
5914,3315,106,2679.1,10-12-2025,1,0
5915,3690,95,5054.52,08-12-2025,0,0
5916,122,20,5600.62,16-05-2024,0,0
5917,2487,146,1073.4,07-02-2025,0,0
5918,1419,81,529.62,19-09-2025,0,0
5919,2663,30,3038.78,08-07-2025,0,0
5920,2746,164,2339.38,23-07-2025,0,0
5921,735,78,2006.17,24-07-2024,0,0
5922,4446,25,738.68,13-02-2025,0,0
5923,1446,45,3261.9,28-08-2025,0,1
5924,3453,168,1930.01,05-02-2024,0,0
5925,2408,132,3316.68,17-08-2024,0,0
5926,1675,66,2809.55,14-08-2024,0,0
5927,4133,94,3914.23,25-11-2025,0,0
5928,438,26,4808.14,18-09-2024,0,1
5929,175,70,3057.9,10-05-2024,0,0
5930,1507,38,4836.3,30-07-2025,0,1
5931,4210,83,614.26,23-03-2025,0,0
5932,3375,83,3262.43,04-07-2024,0,0
5933,4250,55,4319.48,20-09-2025,0,0
5934,420,106,1760.3,04-07-2024,0,0
5935,3050,57,2616.92,30-09-2024,0,0
5936,4026,190,1905.36,24-10-2025,0,0
5937,3883,70,2195.11,17-12-2024,0,0
5938,2365,93,1286.87,16-02-2025,0,0
5939,1625,142,5979.4,30-05-2024,0,0
5940,4182,90,1894.23,18-01-2025,0,0
5941,1224,169,2292.97,05-02-2024,0,1
5942,2624,95,1340.34,21-11-2024,0,0
5943,2465,173,1492.19,09-04-2025,0,0
5944,4300,178,3822.15,10-04-2025,0,1
5945,551,59,1892.62,04-04-2024,0,0
5946,3724,52,7698.08,13-05-2024,0,0
5947,4044,36,539.1,10-06-2024,0,0
5948,2096,26,1131.71,09-07-2025,0,0
5949,4744,10,1874.43,26-10-2024,0,0
5950,1843,59,1611.35,21-12-2024,0,0
5951,484,64,4404.4,27-08-2024,0,0
5952,2944,115,5404.94,17-07-2025,0,0
5953,4818,82,3134.94,08-08-2025,0,0
5954,2668,12,2397.75,15-06-2024,0,0
5955,2389,132,1281.32,19-05-2024,0,0
5956,1092,137,2836.49,18-05-2024,0,0
5957,2418,156,1257.48,22-08-2024,0,0
5958,1122,52,3090.78,03-01-2024,0,0
5959,2018,42,4983.63,12-09-2024,1,1
5960,2212,27,3024.88,05-01-2025,0,0
5961,2917,156,239.04,04-10-2024,0,0
5962,602,127,2077.19,30-05-2025,0,0
5963,3147,10,4168.12,30-07-2024,0,0
5964,1053,28,3127.62,03-08-2024,0,0
5965,523,104,2174.52,26-09-2024,0,0
5966,2266,3,3755.19,20-04-2025,0,0
5967,4214,15,6487.68,11-06-2025,0,0
5968,1211,175,1314.16,04-03-2024,0,0
5969,4352,81,997.64,04-04-2025,0,0
5970,213,27,2782.3,16-01-2024,0,0
5971,4168,100,3398.38,17-07-2025,0,0
5972,1834,87,1278.77,19-01-2024,0,0
5973,2871,55,13104.4,20-11-2024,0,0
5974,3026,28,3818.94,02-04-2024,0,0
5975,1286,27,12186.89,17-01-2024,0,0
5976,1301,83,2117.9,14-09-2025,0,0
5977,760,74,715.88,02-05-2025,0,0
5978,2480,78,2161.71,03-04-2024,0,0
5979,2980,106,1361.71,10-01-2024,0,0
5980,210,107,1837.35,24-12-2025,0,0
5981,893,146,2392.25,11-06-2025,0,0
5982,1243,1,181.15,03-05-2025,0,0
5983,4013,66,4635.31,23-05-2024,1,1
5984,1979,146,2368.16,07-07-2025,0,0
5985,3156,102,3195.94,29-05-2025,1,1
5986,2583,49,4738.59,14-04-2025,0,0
5987,1404,85,3564.54,11-01-2025,0,0
5988,4089,97,1966.42,29-10-2025,0,0
5989,1116,44,4076,08-05-2025,0,0
5990,1721,183,8501.03,15-11-2025,0,0
5991,421,12,378.12,28-04-2025,0,0
5992,4176,162,2367.31,27-03-2025,0,0
5993,4534,25,4691.96,19-06-2025,0,0
5994,234,186,4183.05,15-03-2024,0,0
5995,310,114,2684.29,09-02-2024,0,0
5996,2054,60,339.9,28-10-2024,0,0
5997,802,45,3947.34,05-07-2025,0,0
5998,4164,95,1632.6,02-03-2024,0,0
5999,525,132,1160.4,17-05-2025,0,0
6000,2761,56,705.51,01-09-2024,0,0
6001,2001,153,3496.92,18-01-2024,1,0
6002,422,56,2629.43,13-10-2025,0,0
6003,2766,164,3905.79,01-02-2025,0,0
6004,229,162,4104.11,16-08-2025,0,0
6005,2975,98,2055.16,07-07-2024,1,0
6006,3438,59,2794.75,11-09-2025,0,0
6007,1491,165,8302.22,13-04-2024,0,0
6008,723,166,2057.48,07-10-2025,0,0
6009,828,45,4068.72,09-12-2024,0,0
6010,3063,150,972.08,05-01-2025,0,1
6011,2317,76,4011.79,02-02-2024,1,0
6012,1119,195,1706.77,08-01-2025,0,0
6013,4268,190,6405.11,26-06-2024,0,0
6014,995,4,1221.82,12-01-2024,0,0
6015,3466,48,2450.78,31-03-2025,0,0
6016,1997,136,2852.86,04-10-2025,0,0
6017,959,160,2272.54,05-09-2024,0,0
6018,3395,108,6594.63,23-03-2025,0,0
6019,4346,69,6794.48,23-07-2025,0,0
6020,1947,151,1744.54,04-01-2024,0,0
6021,2834,186,3760.18,23-08-2024,0,0
6022,1059,39,938.37,21-06-2024,0,0
6023,4477,78,2845.62,17-11-2024,0,0
6024,3682,19,3437.85,05-01-2025,0,0
6025,639,59,3054.59,01-07-2025,0,0
6026,2044,57,1525.66,22-10-2024,1,1
6027,4819,149,217.44,03-02-2025,0,0
6028,3627,139,4842.84,27-02-2024,0,0
6029,240,164,5025.08,13-06-2025,0,0
6030,2872,41,460.51,01-07-2025,0,0
6031,2203,168,3522.51,11-02-2025,0,0
6032,1172,11,118.55,02-10-2025,0,0
6033,718,89,323.58,27-05-2025,0,0
6034,4921,184,3275.5,04-03-2024,0,0
6035,3825,24,1310.23,27-07-2025,0,0
6036,1141,75,1573.74,23-02-2025,0,0
6037,4204,44,2384.08,25-05-2024,0,0
6038,39,88,1552.45,28-09-2024,0,0
6039,1578,17,4186.64,17-01-2024,1,1
6040,2782,60,4361.44,07-04-2024,0,0
6041,48,37,1855.67,27-03-2025,0,0
6042,2395,122,53.07,30-08-2024,0,0
6043,835,105,4421.68,23-04-2025,0,1
6044,3550,146,1536.9,19-07-2024,0,0
6045,4864,52,1201.72,17-04-2025,1,0
6046,2853,8,1360.91,27-06-2024,0,0
6047,936,192,1203.23,22-05-2025,0,0
6048,3057,39,2825.31,28-03-2025,0,0
6049,784,80,7951.75,26-09-2024,0,0
6050,2992,29,388.16,21-08-2024,0,0
6051,4114,73,4667.67,15-09-2025,0,0
6052,3199,135,3275.18,30-04-2025,0,0
6053,3404,78,1788.03,31-07-2025,0,0
6054,810,153,701.19,03-12-2024,0,0
6055,1754,165,1612.97,23-03-2025,0,0
6056,983,66,5297.83,06-08-2025,0,0
6057,1084,19,2859.71,22-12-2024,0,0
6058,960,194,2386.02,18-02-2024,0,0
6059,1727,178,720.03,10-05-2025,0,0
6060,2820,56,8019.73,11-12-2024,0,0
6061,3696,141,2729.36,02-12-2025,0,0
6062,644,101,3934.88,19-10-2024,0,0
6063,3679,1,7357.05,19-11-2025,0,0
6064,3896,143,5035.82,03-11-2025,0,0
6065,260,181,5099.42,29-05-2024,0,0
6066,1156,135,224.44,04-08-2025,0,0
6067,3308,80,3678.93,28-06-2025,0,0
6068,3843,7,3776.51,16-09-2024,1,0
6069,2103,82,4641.32,17-11-2024,0,0
6070,3781,191,5118.51,17-03-2024,0,0
6071,1107,142,3993.19,19-04-2024,0,0
6072,4606,23,8919.47,12-10-2025,0,0
6073,3942,57,4373.85,30-06-2025,0,0
6074,3360,23,2276.7,26-02-2025,0,0
6075,1404,24,3771.72,28-01-2025,0,0
6076,3386,85,1845.76,22-08-2024,0,0
6077,457,86,2550.38,25-11-2024,0,0
6078,1215,36,4650.78,12-12-2025,0,1
6079,2265,183,3215.43,20-11-2024,0,0
6080,245,157,1056,30-05-2024,0,0
6081,4874,199,4475.9,29-06-2025,0,0
6082,3104,56,1442.42,27-09-2025,0,0
6083,4357,81,3818.4,01-02-2024,0,0
6084,4253,118,3315.08,28-09-2024,0,0
6085,3207,139,4393.26,27-09-2025,0,0
6086,1794,101,2330.65,02-01-2025,0,0
6087,395,55,5299.29,06-05-2025,0,0
6088,3125,25,2621.62,11-11-2024,0,0
6089,4408,41,3635.34,12-08-2025,0,1
6090,3258,48,8663.95,10-08-2025,0,0
6091,4684,51,5594.58,25-07-2025,0,0
6092,964,8,1541.99,19-08-2025,0,0
6093,604,132,2269.35,02-01-2025,0,0
6094,733,165,2396.23,20-03-2024,0,0
6095,4095,101,2752.43,20-06-2024,0,1
6096,3495,48,1876.39,14-09-2024,0,0
6097,1558,14,7314.81,05-10-2024,0,0
6098,3281,151,1254.41,18-05-2025,0,0
6099,1500,33,2948.24,11-07-2025,0,0
6100,1469,115,1566.67,05-05-2025,0,0
6101,1916,122,1093.7,07-08-2025,0,0
6102,3397,170,286.81,19-07-2025,0,0
6103,640,77,4095.51,02-12-2024,0,0
6104,1366,110,370.03,04-06-2025,0,0
6105,273,24,1844.68,21-11-2024,0,0
6106,3773,64,3235.63,20-06-2024,0,0
6107,2476,120,3931.72,24-03-2024,0,0
6108,809,152,1364.36,07-06-2025,0,0
6109,3820,176,496.36,25-04-2025,0,0
6110,4330,176,1882.76,27-06-2025,0,0
6111,2920,117,815.96,21-02-2025,0,0
6112,1207,67,4390.58,04-12-2024,0,1
6113,4187,84,6216.99,15-11-2024,0,0
6114,1133,131,2153.03,30-10-2024,0,0
6115,752,123,3108.85,28-09-2024,0,1
6116,505,138,3888.52,20-11-2025,0,1
6117,179,101,4379.69,23-04-2024,0,0
6118,808,60,2755,10-02-2025,0,0
6119,2145,132,837.18,26-01-2024,0,0
6120,209,178,6497.58,24-08-2024,0,0
6121,3960,101,4442.87,05-11-2024,0,0
6122,44,64,2454.38,14-11-2025,0,0
6123,4842,105,2045.31,20-08-2024,0,0
6124,2184,161,3683.06,02-07-2025,0,0
6125,2724,36,2700.67,21-09-2024,0,0
6126,1976,57,3622.28,13-01-2024,0,0
6127,3982,34,3057.81,10-05-2025,0,0
6128,3975,87,4540.34,11-11-2024,0,0
6129,938,173,3558.8,09-09-2025,0,0
6130,2590,190,2889.36,29-09-2025,0,0
6131,4316,17,1434.36,18-01-2025,0,0
6132,3018,200,3788.32,03-10-2025,0,0
6133,1007,98,4928.86,11-11-2024,1,0
6134,2607,65,11201.92,12-09-2024,0,0
6135,3746,84,1769.19,16-03-2025,0,0
6136,1912,100,3147.84,24-04-2024,0,0
6137,2808,197,4275.45,25-10-2024,0,0
6138,4125,155,2504.59,03-05-2024,0,0
6139,762,14,653.77,12-09-2024,0,0
6140,4217,186,7607.47,12-10-2025,0,0
6141,15,90,4036.26,18-12-2025,0,0
6142,2268,95,3115.29,16-02-2024,0,1
6143,4403,108,3390.9,29-12-2025,0,0
6144,4920,2,1809.47,07-04-2025,0,0
6145,4568,109,661.19,15-12-2024,0,0
6146,1706,156,6623.86,02-05-2024,0,1
6147,2735,22,651.09,31-01-2024,0,0
6148,3904,54,1980.01,24-02-2024,0,0
6149,3701,8,663.14,01-06-2024,0,0
6150,2397,48,2562.28,31-03-2025,0,0
6151,4098,187,7447.29,12-10-2024,0,0
6152,1056,86,7483.37,05-02-2024,0,0
6153,4975,119,5560.1,12-09-2024,0,0
6154,1334,1,5426.79,26-06-2024,0,1
6155,3337,113,2770.2,01-07-2025,0,0
6156,2323,198,1517.31,10-09-2024,0,0
6157,646,192,1510.63,22-05-2025,0,0
6158,2402,184,311.43,04-11-2025,0,0
6159,4538,194,1073.07,21-01-2024,0,0
6160,2817,121,618.26,15-03-2024,0,0
6161,3469,154,1893.73,19-12-2025,0,0
6162,2822,135,1927.44,04-04-2025,0,0
6163,611,125,943.15,26-06-2024,0,1
6164,1181,80,2436.29,16-01-2025,0,0
6165,4290,141,601.47,06-02-2024,0,0
6166,3146,32,827.18,29-04-2024,0,0
6167,4521,131,3726.12,21-09-2025,0,0
6168,1831,149,1292.49,01-01-2024,0,1
6169,825,159,156.92,21-12-2025,0,0
6170,4733,123,2290.68,06-11-2024,0,0
6171,3740,71,905.37,26-07-2024,0,0
6172,2591,114,2059.4,02-06-2024,0,0
6173,13,167,1634.71,13-11-2025,0,0
6174,3123,119,1250.12,10-11-2024,0,0
6175,4673,108,2180.28,02-11-2024,0,0
6176,4653,72,1450.05,18-05-2025,0,0
6177,625,198,1948.98,10-09-2025,0,0
6178,2028,14,879.75,16-10-2025,0,0
6179,4661,84,1979.67,03-06-2025,0,0
6180,4537,60,1268.87,28-08-2025,0,0
6181,1306,66,3652.33,06-04-2024,0,0
6182,144,111,6114.89,04-05-2025,1,0
6183,2828,146,1904.18,07-01-2024,0,0
6184,3830,104,1203.36,12-01-2024,0,0
6185,272,136,2095.81,28-05-2025,0,0
6186,3124,198,664.57,14-12-2024,0,0
6187,2042,28,1457.87,07-01-2024,0,1
6188,2643,73,786.35,14-05-2025,0,0
6189,1530,25,972.1,19-04-2025,1,1
6190,2636,199,2503.96,07-06-2025,0,0
6191,2414,163,1924.19,26-02-2024,0,0
6192,664,16,3544.42,12-08-2025,0,0
6193,453,84,2581.54,08-08-2025,0,0
6194,2544,71,811.8,20-08-2024,1,0
6195,4696,18,5301.09,30-01-2024,0,0
6196,4285,147,6671.16,01-01-2025,0,0
6197,3632,2,3341.25,29-08-2025,0,0
6198,3972,93,1504.92,25-02-2024,0,0
6199,1232,79,4380.34,10-01-2024,0,0
6200,4580,183,603.62,26-05-2024,0,0
6201,3141,94,1704.44,29-12-2024,0,0
6202,2606,196,2771.26,21-08-2025,0,0
6203,2537,8,1753.61,09-09-2024,0,0
6204,3507,158,467.72,29-11-2025,0,0
6205,3617,154,2581.2,09-09-2024,0,0
6206,1850,73,2495.03,18-03-2025,0,0
6207,4458,107,2129.52,05-12-2024,0,0
6208,1770,124,3935.6,30-05-2025,0,0
6209,249,62,4194.71,18-12-2024,0,0
6210,4807,199,3917.83,15-09-2025,0,1
6211,3165,161,2969.86,05-12-2025,0,0
6212,2826,4,2994.59,14-10-2025,0,0
6213,2836,136,3934.1,18-11-2024,0,0
6214,2682,115,4109.62,19-05-2024,0,0
6215,237,162,2370.81,20-03-2025,0,0
6216,632,74,1331.55,04-04-2024,0,0
6217,3719,36,6774.49,06-07-2025,0,0
6218,3686,157,2981.79,23-02-2025,0,0
6219,3136,68,4486.11,28-05-2025,0,0
6220,2274,35,1934.26,29-05-2024,0,0
6221,2351,28,4195.32,06-07-2025,0,0
6222,192,22,7240.43,16-12-2024,0,0
6223,1297,58,1506.34,25-04-2024,0,0
6224,435,117,1966.39,23-09-2025,0,0
