complaint_id,transaction_id,merchant_id,complaint_type,complaint_date
706,21111,85,Wrong item,16-03-2024
707,57362,61,Damaged item,23-01-2024
708,34432,92,Poor service,14-12-2025
709,28933,5,Damaged item,04-11-2025
710,38466,32,Overcharge,02-11-2024
711,46213,130,Damaged item,31-10-2024
712,26512,64,Overcharge,28-02-2025
713,44813,142,Late delivery,30-09-2024
714,41423,79,Wrong item,04-01-2024
715,14371,28,Late delivery,07-06-2024
716,22157,147,Wrong item,04-05-2024
717,58234,33,Late delivery,13-12-2024
718,52598,55,Late delivery,30-11-2024
719,8307,7,Late delivery,09-11-2024
720,35684,61,Poor service,01-03-2025
721,51964,113,Damaged item,27-10-2025
722,57480,151,Poor service,26-12-2024
723,44225,179,Overcharge,12-03-2024
724,18640,170,Late delivery,12-05-2024
725,47950,132,Overcharge,26-06-2024
726,6481,60,Poor service,08-06-2025
727,14294,157,Poor service,22-06-2024
728,14703,93,Poor service,16-01-2024
729,24871,180,Overcharge,06-06-2025
730,41927,5,Damaged item,24-07-2025
731,41945,182,Damaged item,02-01-2024
732,7725,88,Wrong item,04-01-2025
733,16024,152,Damaged item,24-02-2025
734,7967,32,Late delivery,27-02-2024
735,48627,24,Poor service,24-09-2025
736,57581,127,Overcharge,13-01-2025
737,43116,98,Wrong item,28-06-2025
738,22932,11,Poor service,06-05-2025
739,11928,161,Wrong item,18-07-2024
740,59191,165,Wrong item,21-08-2025
741,58955,68,Overcharge,21-04-2025
742,47150,144,Overcharge,08-07-2025
743,18353,76,Wrong item,09-01-2025
744,58758,162,Damaged item,20-02-2024
745,37578,77,Damaged item,19-03-2024
746,59548,172,Overcharge,30-05-2025
747,34019,149,Overcharge,21-07-2024
748,42895,153,Poor service,30-07-2025
749,11447,191,Damaged item,26-01-2024
750,3826,104,Late delivery,31-08-2025
751,29427,69,Wrong item,18-07-2024
752,43121,168,Damaged item,30-03-2025
753,53559,67,Wrong item,26-01-2024
754,18063,99,Damaged item,21-12-2024
755,34690,183,Overcharge,06-04-2024
756,12463,127,Poor service,03-07-2024
757,32990,71,Wrong item,01-06-2024
758,43537,42,Wrong item,22-10-2024
759,56550,63,Poor service,06-08-2024
760,50203,116,Late delivery,06-02-2025
761,31082,157,Damaged item,04-05-2024
762,35883,17,Overcharge,30-04-2025
763,59487,159,Late delivery,05-07-2024
764,50098,86,Damaged item,09-04-2024
765,51449,66,Wrong item,01-10-2025
766,48190,94,Overcharge,21-05-2025
767,4324,44,Wrong item,16-04-2024
768,40226,65,Poor service,22-05-2025
769,56846,48,Wrong item,19-05-2025
770,27968,167,Wrong item,11-08-2025
771,43098,48,Wrong item,09-12-2025
772,34716,137,Late delivery,14-10-2024
773,17555,146,Wrong item,02-05-2025
774,30395,136,Poor service,25-06-2025
775,19312,37,Poor service,10-09-2024
776,47700,50,Poor service,19-02-2024
777,53796,122,Overcharge,30-11-2025
778,56884,78,Poor service,10-09-2024
779,25119,34,Wrong item,14-11-2025
780,43417,37,Overcharge,19-09-2024
781,7310,115,Poor service,10-02-2024
782,28711,31,Damaged item,28-03-2025
783,42618,33,Late delivery,04-10-2025
784,20393,89,Overcharge,08-03-2025
785,28077,92,Late delivery,29-09-2024
786,28035,67,Wrong item,21-07-2024
787,8171,67,Wrong item,27-07-2024
788,40898,65,Damaged item,03-06-2025
789,37802,8,Damaged item,24-01-2025
790,21979,186,Wrong item,15-06-2025
791,11163,173,Poor service,03-04-2025
792,29838,166,Overcharge,08-10-2025
793,42909,2,Overcharge,04-10-2024
794,58814,78,Poor service,04-10-2024
795,27822,67,Overcharge,24-07-2024
796,7751,62,Wrong item,06-09-2025
797,8360,105,Overcharge,16-10-2024
798,58388,43,Late delivery,18-02-2024
799,5570,118,Overcharge,21-08-2024
800,45131,68,Poor service,22-02-2025
801,23491,88,Wrong item,12-12-2024
802,27358,80,Overcharge,25-07-2024
803,29594,96,Overcharge,22-04-2024
804,43193,139,Late delivery,17-05-2025
805,56845,138,Poor service,13-05-2024
806,36150,171,Wrong item,03-03-2024
807,15958,162,Late delivery,19-07-2024
808,14379,47,Damaged item,11-08-2025
809,4401,172,Poor service,21-04-2024
810,27382,98,Poor service,28-02-2024
811,52837,187,Damaged item,22-01-2024
812,35157,66,Overcharge,31-12-2024
813,53134,109,Overcharge,27-01-2024
814,8761,10,Late delivery,22-12-2025
815,41039,139,Poor service,02-10-2025
816,51024,147,Overcharge,25-11-2024
817,23032,17,Overcharge,11-08-2025
818,41887,102,Poor service,20-02-2025
819,55146,182,Wrong item,26-03-2024
820,55617,32,Damaged item,06-06-2025
821,37139,78,Wrong item,25-09-2025
822,38979,151,Damaged item,27-08-2025
823,8015,70,Overcharge,03-06-2025
824,1126,127,Wrong item,29-12-2024
825,1139,124,Poor service,09-07-2025
826,23856,157,Overcharge,11-06-2025
827,49136,134,Poor service,24-12-2025
828,13141,44,Late delivery,26-07-2025
829,39423,22,Overcharge,17-02-2024
830,11588,2,Late delivery,17-11-2024
831,33897,156,Damaged item,28-07-2025
832,18631,38,Wrong item,27-11-2025
833,31929,120,Poor service,07-09-2025
834,1851,113,Late delivery,06-11-2024
835,26502,140,Late delivery,18-05-2024
836,50254,38,Overcharge,01-04-2024
837,42655,187,Damaged item,20-09-2024
838,52485,198,Poor service,08-08-2025
839,14928,164,Wrong item,13-09-2025
840,10170,118,Damaged item,22-12-2024
841,59691,83,Poor service,13-12-2024
842,27396,115,Wrong item,11-06-2024
843,34820,50,Late delivery,14-10-2025
844,47919,189,Poor service,29-01-2025
845,1214,155,Wrong item,12-06-2025
846,2159,126,Wrong item,04-12-2024
847,27232,121,Overcharge,08-03-2024
848,35474,106,Damaged item,17-03-2025
849,28961,153,Damaged item,20-02-2025
850,53557,54,Late delivery,13-01-2024
851,36794,140,Wrong item,26-07-2025
852,29578,34,Wrong item,24-04-2025
853,14587,165,Wrong item,28-04-2024
854,35421,130,Damaged item,02-08-2025
855,15757,199,Wrong item,05-04-2024
856,11954,58,Late delivery,11-06-2025
857,5878,148,Poor service,08-01-2025
858,22426,179,Wrong item,16-12-2024
859,4114,138,Damaged item,29-11-2025
860,58136,52,Damaged item,28-09-2025
861,35765,145,Poor service,06-10-2025
862,4989,137,Poor service,06-07-2025
863,59457,8,Overcharge,29-10-2025
864,4599,17,Damaged item,30-07-2024
865,7517,37,Poor service,16-01-2025
866,8051,54,Late delivery,19-10-2024
867,58593,194,Poor service,17-12-2025
868,54226,135,Damaged item,31-10-2025
869,40859,17,Poor service,20-04-2025
870,14693,48,Late delivery,06-03-2024
871,14493,97,Poor service,02-12-2024
872,5640,36,Wrong item,14-01-2025
873,47718,42,Overcharge,11-02-2025
874,28795,21,Poor service,10-06-2024
875,13607,192,Damaged item,09-05-2024
876,56185,148,Poor service,19-07-2024
877,56956,81,Overcharge,03-09-2025
878,44973,199,Poor service,10-02-2024
879,39254,122,Wrong item,06-05-2024
880,52458,145,Poor service,07-12-2025
881,9234,82,Poor service,04-03-2024
882,41944,100,Overcharge,01-12-2025
883,1927,49,Overcharge,18-06-2024
884,14174,76,Damaged item,25-12-2025
885,16841,69,Poor service,11-05-2024
886,44441,42,Damaged item,06-04-2024
887,34288,182,Wrong item,29-03-2025
888,50252,166,Overcharge,05-05-2024
889,30930,119,Damaged item,27-10-2024
890,32189,36,Overcharge,08-06-2025
891,56327,81,Damaged item,12-12-2024
892,31218,70,Wrong item,27-07-2025
893,34149,60,Overcharge,28-04-2024
894,30786,156,Late delivery,16-11-2024
895,20490,60,Damaged item,09-09-2024
896,23114,146,Late delivery,24-03-2024
897,8128,188,Damaged item,21-01-2024
898,50906,88,Poor service,11-07-2024
899,53925,164,Damaged item,22-01-2024
900,20381,164,Damaged item,31-03-2025
901,44525,11,Damaged item,19-08-2024
902,1080,62,Damaged item,03-12-2025
903,39622,9,Damaged item,24-11-2024
904,47865,105,Late delivery,18-09-2024
905,35464,200,Poor service,01-09-2024
906,41339,193,Wrong item,28-09-2025
907,43485,61,Wrong item,20-11-2025
908,25932,144,Late delivery,03-09-2024
909,41100,64,Late delivery,03-02-2024
910,41804,47,Overcharge,21-07-2024
911,18645,137,Late delivery,27-02-2025
912,5740,158,Poor service,14-09-2025
913,3496,44,Late delivery,15-12-2025
914,5825,84,Damaged item,27-02-2025
915,14183,169,Overcharge,20-02-2024
916,42659,30,Poor service,19-10-2024
917,35173,184,Late delivery,03-03-2025
918,35346,124,Damaged item,11-09-2025
919,39901,167,Damaged item,01-07-2025
920,33633,15,Poor service,03-01-2025
921,8988,27,Late delivery,02-07-2024
922,50102,27,Damaged item,25-04-2024
923,57289,98,Late delivery,28-02-2024
924,52826,139,Damaged item,01-08-2024
925,35698,22,Overcharge,10-02-2024
926,22046,26,Damaged item,29-07-2025
927,23352,141,Overcharge,26-10-2025
928,11960,108,Overcharge,10-06-2025
929,33332,25,Late delivery,26-02-2025
930,36289,125,Overcharge,12-08-2025
931,388,9,Damaged item,26-02-2025
932,2714,117,Late delivery,12-07-2025
933,31296,14,Damaged item,05-06-2024
934,55413,27,Wrong item,12-12-2025
935,35618,34,Poor service,18-08-2024
936,33429,113,Late delivery,09-10-2024
937,32344,168,Overcharge,02-09-2025
938,34850,8,Damaged item,07-06-2025
939,36068,21,Wrong item,15-02-2025
940,5272,127,Overcharge,07-08-2024
941,11114,107,Poor service,18-12-2024
942,26134,16,Damaged item,13-12-2024
943,3004,60,Wrong item,31-03-2024
944,25921,148,Wrong item,19-03-2025
945,48260,146,Poor service,28-12-2024
946,25161,29,Damaged item,09-12-2025
947,19053,106,Late delivery,25-08-2025
948,39014,95,Poor service,04-09-2024
949,36558,183,Poor service,09-09-2024
950,51336,175,Damaged item,03-04-2025
951,33598,55,Overcharge,12-04-2024
952,9516,194,Late delivery,16-09-2025
953,52357,123,Late delivery,18-02-2025
954,46949,15,Poor service,01-04-2024
955,551,114,Wrong item,04-07-2025
956,33496,104,Late delivery,17-06-2024
957,22488,22,Damaged item,19-10-2025
958,33175,161,Late delivery,16-04-2024
959,54259,31,Damaged item,15-04-2024
960,4142,125,Wrong item,24-06-2025
961,44571,128,Damaged item,29-01-2025
962,11649,79,Damaged item,31-01-2024
963,47758,2,Overcharge,27-03-2025
964,13964,16,Poor service,08-02-2025
965,31330,62,Poor service,09-02-2025
966,4484,91,Late delivery,16-04-2025
967,11967,4,Wrong item,15-05-2024
968,59546,89,Poor service,25-07-2025
969,21641,15,Overcharge,30-12-2024
970,50410,162,Overcharge,05-08-2024
971,38648,93,Damaged item,15-07-2024
972,13801,153,Late delivery,15-04-2025
973,39899,48,Overcharge,29-08-2025
974,33863,68,Damaged item,28-12-2025
975,16304,113,Wrong item,05-09-2025
976,23983,145,Overcharge,18-02-2025
977,26524,12,Overcharge,22-11-2024
978,49507,135,Poor service,13-12-2025
979,38153,75,Poor service,12-08-2025
980,55722,78,Overcharge,29-11-2025
981,15078,66,Wrong item,14-09-2025
982,1389,76,Wrong item,18-05-2025
983,31586,118,Late delivery,19-02-2024
984,1712,161,Poor service,30-03-2024
985,2946,188,Wrong item,25-02-2024
986,44414,115,Wrong item,27-12-2025
987,1253,54,Wrong item,11-01-2025
988,31322,38,Poor service,20-08-2024
989,23879,196,Poor service,06-10-2025
990,21776,52,Damaged item,13-08-2024
991,22512,199,Late delivery,05-11-2025
992,11413,87,Overcharge,15-06-2025
993,34029,91,Overcharge,14-09-2025
994,37874,31,Late delivery,09-05-2024
995,11177,69,Overcharge,09-08-2025
996,15154,60,Overcharge,09-04-2025
997,23794,172,Wrong item,18-11-2024
998,12047,200,Damaged item,04-10-2025
999,55728,165,Poor service,25-09-2024
1000,48892,82,Damaged item,22-11-2025
1001,29726,191,Late delivery,29-09-2024
1002,38818,7,Late delivery,07-02-2025
1003,30179,48,Late delivery,07-09-2025
1004,9449,16,Wrong item,24-02-2025
1005,45530,8,Late delivery,17-02-2025
1006,21136,75,Overcharge,23-08-2025
1007,45593,20,Wrong item,22-12-2024
1008,46066,23,Wrong item,25-02-2025
1009,49355,76,Late delivery,15-02-2024
1010,10352,176,Wrong item,29-08-2025
1011,56029,142,Overcharge,06-02-2024
1012,35660,200,Late delivery,05-10-2024
1013,25100,153,Poor service,22-06-2025
1014,53109,173,Overcharge,29-01-2025
1015,59349,60,Wrong item,08-01-2024
1016,17492,193,Poor service,03-02-2024
1017,15456,7,Damaged item,03-08-2024
1018,9847,80,Late delivery,23-04-2025
1019,34535,186,Poor service,18-06-2025
1020,43277,118,Poor service,29-06-2024
1021,19964,10,Wrong item,13-08-2025
1022,37453,107,Poor service,14-05-2025
1023,2288,18,Wrong item,30-11-2024
1024,5355,104,Poor service,12-05-2025
1025,26101,10,Poor service,29-08-2025
1026,4192,59,Late delivery,09-01-2025
1027,9103,132,Wrong item,20-02-2024
1028,10755,168,Wrong item,07-05-2024
1029,16404,29,Damaged item,20-03-2024
1030,49921,60,Wrong item,08-06-2025
1031,21356,59,Late delivery,15-11-2025
1032,55132,83,Wrong item,18-08-2025
1033,34409,179,Wrong item,12-08-2024
1034,10809,91,Overcharge,12-03-2025
1035,8314,16,Wrong item,08-04-2025
1036,41767,183,Late delivery,01-07-2025
1037,56985,123,Overcharge,07-07-2024
1038,39875,69,Wrong item,11-08-2025
1039,41789,129,Poor service,17-02-2025
1040,22134,139,Wrong item,23-02-2024
1041,41293,141,Damaged item,14-06-2025
1042,38278,19,Wrong item,05-06-2025
1043,26290,172,Overcharge,12-06-2024
1044,15288,78,Wrong item,07-10-2025
1045,32607,107,Wrong item,07-09-2024
1046,40246,10,Late delivery,02-06-2025
1047,9973,20,Damaged item,15-03-2025
1048,59765,148,Damaged item,10-03-2025
1049,33852,191,Poor service,06-04-2025
1050,43851,14,Late delivery,18-11-2025
1051,25015,65,Poor service,19-09-2024
1052,23409,81,Overcharge,09-11-2025
1053,40457,107,Wrong item,25-10-2024
1054,25487,85,Wrong item,14-06-2024
1055,13488,49,Overcharge,25-02-2024
1056,31174,157,Wrong item,09-07-2024
1057,6643,26,Late delivery,26-01-2024
1058,37281,80,Wrong item,27-06-2025
1059,53686,18,Late delivery,29-10-2024
1060,31289,157,Damaged item,30-09-2024
1061,43224,28,Late delivery,22-06-2024
1062,612,179,Overcharge,03-10-2025
1063,20684,111,Overcharge,30-11-2025
1064,40274,33,Poor service,21-03-2025
1065,41879,18,Wrong item,05-02-2025
1066,59081,170,Overcharge,08-07-2025
1067,55353,45,Late delivery,15-01-2025
1068,25601,120,Wrong item,26-03-2025
1069,39021,34,Overcharge,27-01-2024
1070,11723,67,Late delivery,08-09-2025
1071,25507,47,Damaged item,11-02-2024
1072,46085,25,Wrong item,25-09-2025
1073,55554,28,Late delivery,29-01-2025
1074,32588,33,Wrong item,11-03-2024
1075,53148,5,Late delivery,14-07-2024
1076,7185,43,Late delivery,07-04-2024
1077,43993,22,Damaged item,13-12-2025
1078,56676,175,Wrong item,28-04-2024
1079,93,62,Poor service,20-05-2024
1080,21985,197,Damaged item,03-07-2025
1081,50845,167,Late delivery,31-07-2024
1082,23733,165,Overcharge,26-04-2025
1083,32421,151,Damaged item,31-12-2024
1084,18958,31,Poor service,02-08-2025
1085,50432,183,Late delivery,30-05-2024
1086,42481,174,Late delivery,11-12-2024
1087,30209,181,Late delivery,05-05-2025
1088,19946,149,Late delivery,07-03-2025
1089,31747,108,Late delivery,09-02-2024
1090,54853,197,Damaged item,20-03-2025
1091,9990,128,Overcharge,20-08-2024
1092,53243,11,Poor service,09-02-2025
1093,57272,200,Poor service,04-04-2024
1094,43935,131,Late delivery,16-10-2024
1095,42297,79,Poor service,28-10-2025
1096,22692,141,Late delivery,15-08-2025
1097,58106,182,Damaged item,02-08-2024
1098,35212,139,Damaged item,04-02-2025
1099,51014,8,Damaged item,05-05-2025
1100,10003,59,Poor service,05-04-2024
1101,58487,36,Wrong item,03-03-2025
1102,756,42,Overcharge,23-12-2025
1103,4099,167,Late delivery,14-12-2024
1104,18810,93,Wrong item,28-08-2025
1105,1853,133,Late delivery,12-08-2025
1106,10325,40,Wrong item,20-11-2024
1107,58396,14,Overcharge,27-02-2024
1108,9911,32,Poor service,25-03-2025
1109,741,98,Late delivery,09-11-2024
1110,12939,16,Poor service,27-12-2025
1111,40997,27,Late delivery,06-06-2024
1112,10939,110,Wrong item,07-12-2024
1113,16462,132,Wrong item,24-10-2025
1114,45210,14,Wrong item,14-12-2025
1115,2924,17,Poor service,14-03-2024
1116,48853,137,Damaged item,18-12-2024
1117,44954,129,Damaged item,09-08-2024
1118,22986,107,Overcharge,11-11-2025
1119,36062,76,Wrong item,08-07-2024
1120,34468,21,Poor service,28-11-2025
1121,51895,88,Late delivery,29-07-2025
1122,24775,35,Damaged item,30-07-2024
1123,26026,15,Poor service,17-02-2024
1124,7521,78,Poor service,03-02-2024
1125,16860,76,Wrong item,31-07-2025
1126,35134,157,Poor service,05-05-2024
1127,37630,35,Damaged item,08-02-2024
1128,19309,189,Late delivery,26-04-2025
1129,46588,130,Wrong item,23-05-2024
1130,24654,147,Late delivery,14-01-2025
1131,1269,56,Late delivery,13-09-2024
1132,17605,178,Damaged item,05-07-2024
1133,53806,73,Damaged item,12-06-2025
1134,50376,124,Late delivery,24-01-2024
1135,23858,200,Wrong item,22-03-2024
1136,59112,114,Poor service,14-08-2024
1137,7383,152,Wrong item,10-01-2024
1138,31742,114,Overcharge,24-01-2024
1139,45535,55,Wrong item,22-03-2025
1140,24874,48,Poor service,31-10-2025
1141,14806,123,Late delivery,25-04-2024
1142,31679,156,Poor service,10-10-2024
1143,445,27,Wrong item,22-12-2024
1144,33399,51,Poor service,17-05-2024
1145,46926,172,Poor service,05-04-2024
1146,28859,151,Damaged item,22-10-2024
1147,39857,80,Late delivery,21-05-2024
1148,40992,33,Wrong item,21-11-2025
1149,4459,187,Wrong item,21-05-2024
1150,53070,61,Wrong item,29-05-2024
1151,38205,75,Poor service,08-03-2025
1152,45620,76,Wrong item,16-01-2024
1153,18345,29,Poor service,08-10-2024
1154,50855,23,Overcharge,10-09-2024
1155,35875,25,Poor service,29-03-2025
1156,53251,163,Damaged item,08-01-2024
1157,42996,196,Damaged item,01-08-2024
1158,2866,101,Poor service,21-08-2025
1159,47076,151,Wrong item,09-11-2025
1160,19805,178,Damaged item,10-09-2025
1161,29850,82,Wrong item,28-08-2024
1162,9859,99,Poor service,17-08-2024
1163,38002,78,Wrong item,15-11-2025
1164,35896,150,Late delivery,17-09-2024
1165,53811,183,Late delivery,27-01-2025
1166,42219,132,Poor service,05-04-2025
1167,39520,142,Overcharge,14-07-2025
1168,34161,181,Overcharge,27-10-2025
1169,55349,200,Overcharge,18-09-2025
1170,23431,80,Damaged item,12-06-2025
1171,26953,172,Wrong item,28-03-2024
1172,36422,35,Wrong item,18-09-2025
1173,11599,5,Late delivery,08-01-2024
1174,36308,28,Poor service,24-03-2025
1175,23199,60,Overcharge,12-09-2025
1176,2557,73,Poor service,17-11-2024
1177,26585,56,Poor service,14-11-2024
1178,36970,189,Poor service,16-08-2025
1179,31019,158,Wrong item,22-12-2025
1180,46443,15,Poor service,03-06-2024
1181,9044,135,Poor service,20-06-2024
1182,27058,154,Damaged item,05-01-2024
1183,44416,151,Overcharge,27-08-2024
1184,9498,32,Wrong item,07-01-2024
1185,39400,193,Overcharge,28-03-2024
1186,48980,88,Late delivery,22-08-2025
1187,33346,188,Poor service,17-10-2024
1188,45182,149,Poor service,23-03-2025
1189,36985,26,Damaged item,09-03-2024
1190,34265,186,Wrong item,04-03-2024
1191,39770,94,Poor service,21-05-2024
1192,1149,39,Damaged item,14-01-2025
1193,43119,24,Wrong item,01-09-2025
1194,57300,93,Poor service,17-06-2024
1195,3667,111,Wrong item,10-08-2025
1196,35609,167,Damaged item,08-12-2024
1197,4049,112,Wrong item,29-12-2025
1198,28087,149,Damaged item,08-04-2024
1199,23375,173,Overcharge,10-11-2024
1200,40634,40,Damaged item,26-12-2025
1201,35122,24,Poor service,26-09-2025
1202,56183,83,Wrong item,07-12-2025
1203,35513,151,Damaged item,11-12-2025
1204,1036,3,Overcharge,26-03-2025
1205,21826,134,Wrong item,18-11-2025
1206,57008,100,Overcharge,01-12-2024
1207,30582,61,Wrong item,06-09-2024
1208,41481,116,Poor service,27-08-2025
1209,35576,108,Overcharge,10-10-2024
1210,24712,16,Damaged item,06-06-2024
1211,56471,30,Overcharge,21-07-2025
1212,26408,44,Damaged item,14-04-2024
1213,34753,33,Wrong item,15-03-2024
1214,39574,139,Damaged item,03-11-2024
1215,26943,61,Poor service,05-01-2025
1216,55658,139,Overcharge,04-03-2025
1217,1009,193,Wrong item,21-03-2025
1218,22689,93,Late delivery,03-11-2024
1219,20628,36,Poor service,22-07-2025
1220,27484,183,Wrong item,31-10-2024
1221,26556,124,Poor service,02-09-2025
1222,46368,112,Wrong item,21-10-2025
1223,25408,57,Wrong item,29-07-2025
1224,33640,153,Poor service,11-03-2025
1225,15093,109,Damaged item,06-06-2024
1226,19639,146,Overcharge,30-09-2025
1227,49512,50,Overcharge,26-03-2025
1228,15254,13,Overcharge,11-10-2024
1229,15706,105,Overcharge,09-02-2024
1230,17569,16,Wrong item,20-06-2025
1231,11086,46,Damaged item,21-11-2025
1232,30911,191,Poor service,19-05-2024
1233,40670,82,Damaged item,15-07-2024
1234,37728,100,Late delivery,28-06-2025
1235,58639,182,Damaged item,21-01-2025
1236,37718,50,Damaged item,10-05-2025
1237,11152,6,Poor service,07-11-2024
1238,28595,47,Wrong item,20-04-2025
1239,33264,183,Overcharge,21-08-2024
1240,35616,10,Poor service,30-07-2025
1241,29829,144,Wrong item,06-09-2025
1242,9046,116,Wrong item,14-10-2025
1243,37891,51,Overcharge,19-10-2024
1244,22332,155,Late delivery,15-02-2025
1245,49993,124,Damaged item,16-06-2025
1246,51060,124,Wrong item,21-06-2024
1247,8660,191,Late delivery,05-10-2024
1248,52050,109,Late delivery,18-03-2024
1249,42834,108,Damaged item,07-12-2024
1250,34627,200,Late delivery,09-09-2024
1251,7163,34,Wrong item,13-05-2025
1252,46054,178,Wrong item,25-06-2024
1253,950,165,Overcharge,28-07-2025
1254,4067,130,Damaged item,31-05-2024
1255,57993,20,Poor service,23-12-2025
1256,46046,11,Wrong item,20-12-2024
1257,18446,1,Overcharge,01-10-2024
1258,27272,95,Overcharge,23-06-2025
1259,26905,118,Overcharge,31-07-2025
1260,20369,111,Damaged item,25-08-2025
1261,6825,89,Wrong item,18-02-2025
1262,14966,91,Poor service,14-02-2024
1263,39988,14,Damaged item,18-07-2025
1264,26729,193,Damaged item,14-07-2024
1265,34769,133,Late delivery,09-12-2025
1266,20343,147,Overcharge,03-07-2025
1267,5253,122,Wrong item,20-06-2024
1268,56476,133,Overcharge,28-03-2024
1269,34743,152,Wrong item,30-06-2025
1270,692,119,Poor service,02-08-2025
1271,15732,99,Wrong item,03-08-2025
1272,9840,37,Overcharge,19-02-2025
1273,8386,24,Damaged item,27-02-2024
1274,57765,43,Wrong item,17-01-2025
1275,45253,114,Overcharge,03-05-2024
1276,11582,37,Wrong item,31-07-2024
1277,36652,189,Damaged item,30-10-2024
1278,49247,59,Overcharge,31-08-2024
1279,45057,38,Poor service,16-09-2025
1280,29430,76,Late delivery,13-12-2025
1281,33351,111,Late delivery,17-11-2024
1282,22212,120,Late delivery,05-08-2025
1283,47930,63,Wrong item,13-06-2024
1284,5704,83,Late delivery,02-04-2024
1285,31090,4,Poor service,05-01-2025
1286,18105,109,Overcharge,05-12-2024
1287,16322,171,Damaged item,09-12-2024
1288,21370,108,Wrong item,28-02-2024
1289,14894,121,Late delivery,21-10-2025
1290,21095,112,Damaged item,29-01-2024
1291,48784,83,Wrong item,08-10-2025
1292,11846,92,Overcharge,24-05-2024
1293,26396,66,Wrong item,12-04-2025
1294,2366,187,Wrong item,29-12-2025
1295,39466,79,Damaged item,11-01-2024
1296,56202,69,Poor service,23-12-2025
1297,57869,64,Damaged item,09-01-2025
1298,37216,160,Overcharge,23-04-2025
1299,131,4,Overcharge,04-06-2024
1300,52194,63,Wrong item,19-11-2025
1301,15167,39,Wrong item,04-08-2025
1302,4657,23,Overcharge,08-05-2024
1303,2983,11,Damaged item,02-05-2025
1304,20449,123,Poor service,01-05-2024
1305,23207,154,Overcharge,25-11-2024
1306,59996,97,Damaged item,18-08-2025
1307,33657,36,Damaged item,07-01-2025
1308,5729,3,Damaged item,20-05-2024
1309,7419,17,Late delivery,17-11-2024
1310,11443,19,Poor service,04-05-2025
1311,40819,39,Damaged item,25-08-2025
1312,13352,171,Overcharge,02-03-2025
1313,58536,85,Overcharge,13-01-2025
1314,53546,138,Wrong item,27-08-2024
1315,6948,15,Poor service,25-09-2025
1316,57790,123,Poor service,23-03-2024
1317,14280,96,Poor service,04-06-2025
1318,50705,94,Overcharge,17-03-2024
1319,44436,140,Late delivery,22-01-2024
1320,49708,11,Wrong item,25-04-2025
1321,58980,121,Poor service,23-04-2024
1322,14650,178,Late delivery,03-09-2024
1323,25769,162,Late delivery,01-01-2024
1324,25135,64,Overcharge,02-01-2025
1325,43580,150,Late delivery,16-08-2025
1326,5734,162,Late delivery,01-12-2025
1327,25588,118,Wrong item,18-01-2025
1328,21560,82,Damaged item,21-07-2024
1329,59168,14,Overcharge,01-02-2024
1330,12646,32,Poor service,15-06-2025
1331,11860,196,Overcharge,11-09-2025
1332,52663,198,Late delivery,06-03-2025
1333,54297,102,Late delivery,17-02-2025
1334,32564,25,Overcharge,14-12-2024
1335,48924,181,Poor service,10-01-2025
1336,55392,96,Wrong item,29-06-2025
1337,51835,155,Poor service,15-09-2025
1338,9121,162,Poor service,10-01-2025
1339,44623,177,Late delivery,25-03-2024
1340,35298,90,Late delivery,02-06-2025
1341,20416,29,Late delivery,03-01-2024
1342,32487,170,Poor service,01-05-2024
1343,17667,101,Overcharge,08-02-2025
1344,4542,157,Damaged item,15-06-2025
1345,33610,105,Wrong item,03-10-2025
1346,25999,137,Damaged item,21-12-2024
1347,1243,75,Overcharge,26-01-2025
1348,12798,17,Wrong item,03-08-2024
1349,53194,138,Damaged item,05-01-2025
1350,45957,190,Poor service,07-03-2024
1351,31466,3,Damaged item,30-08-2025
1352,59030,191,Wrong item,19-12-2025
1353,54230,93,Overcharge,12-11-2024
1354,49199,62,Poor service,09-06-2024
1355,2954,163,Wrong item,30-11-2024
1356,17373,73,Wrong item,12-10-2024
1357,55456,198,Damaged item,18-04-2024
1358,45865,170,Overcharge,11-03-2024
1359,27399,47,Late delivery,20-01-2025
1360,11409,83,Wrong item,21-07-2024
1361,25658,79,Wrong item,21-01-2024
1362,36656,113,Damaged item,30-05-2025
1363,51271,105,Poor service,01-12-2024
1364,11548,68,Late delivery,14-06-2024
1365,20989,127,Damaged item,21-10-2024
1366,27938,29,Late delivery,26-03-2025
1367,33953,65,Overcharge,13-09-2024
1368,33435,114,Overcharge,06-02-2024
1369,57015,128,Wrong item,01-05-2024
1370,3897,109,Late delivery,07-04-2024
1371,37661,49,Poor service,07-03-2025
1372,56905,18,Wrong item,27-05-2025
1373,59216,55,Poor service,10-09-2025
1374,12677,159,Late delivery,19-03-2025
1375,37975,145,Overcharge,26-08-2025
1376,21479,178,Wrong item,23-04-2025
1377,37141,119,Wrong item,03-07-2024
1378,10485,64,Late delivery,17-09-2024
1379,14976,86,Late delivery,04-03-2025
1380,1234,186,Late delivery,04-02-2025
1381,41051,104,Poor service,16-12-2024
1382,51788,131,Overcharge,31-07-2025
1383,57828,80,Damaged item,05-01-2024
1384,15959,37,Late delivery,12-02-2024
1385,54419,60,Wrong item,01-05-2025
1386,3391,117,Poor service,26-11-2025
1387,19999,168,Damaged item,09-10-2024
1388,28718,38,Wrong item,17-07-2025
1389,14139,185,Poor service,03-12-2025
1390,40154,152,Poor service,23-09-2025
1391,37911,56,Damaged item,12-06-2024
